151	199.795389
152	199.813959
153	199.776744
154	199.786275
155	199.806793
156	199.767525
157	199.721158
158	199.695313
159	199.721906
160	199.704994
161	199.706349
162	199.744320
163	199.827658
164	199.801244
165	199.791615
166	199.745197
167	199.723824
168	199.800772
169	199.721013
170	199.658849
171	199.721810
172	199.714730
173	199.681921
174	199.715352
175	199.680731
176	199.695292
177	199.662012
178	199.778299
179	199.861432
180	199.845278
181	199.833282
182	199.855789
183	199.838465
184	199.786549
185	199.770307
186	199.725728
187	199.703518
188	199.762709
189	199.770885
190	199.807550
191	199.845050
192	199.808556
193	199.792137
194	199.749892
195	199.827752
196	199.808551
197	199.705882
198	-nan
199	-nan
200	-nan
201	-nan
202	-nan
203	-nan
204	-nan
205	-nan
206	-nan
207	-nan
208	-nan
209	-nan
210	-nan
211	-nan
212	-nan
213	-nan
214	-nan
215	-nan
216	-nan
217	-nan
218	-nan
219	-nan
220	-nan
221	-nan
222	-nan
223	-nan
224	-nan
225	-nan
226	-nan
227	-nan
228	-nan
229	-nan
230	-nan
231	-nan
232	-nan
233	-nan
234	-nan
235	-nan
236	-nan
237	-nan
238	-nan
239	-nan
240	-nan
241	-nan
242	-nan
243	-nan
244	-nan
245	-nan
246	-nan
247	-nan
248	-nan
249	-nan
250	-nan
251	-nan
252	-nan
253	-nan
254	-nan
255	-nan
256	-nan
257	-nan
258	-nan
259	-nan
260	-nan
261	-nan
262	-nan
263	-nan
264	-nan
265	-nan
266	-nan
267	-nan
268	-nan
269	-nan
270	-nan
271	-nan
272	-nan
273	-nan
274	-nan
275	-nan
276	-nan
277	-nan
278	-nan
279	-nan
280	-nan
281	-nan
282	-nan
283	-nan
284	-nan
285	-nan
286	-nan
287	-nan
288	-nan
289	-nan
290	-nan
291	-nan
292	-nan
293	-nan
294	-nan
295	-nan
296	-nan
297	-nan
298	-nan
299	-nan
300	-nan
301	-nan
302	-nan
303	-nan
304	-nan
305	-nan
306	-nan
307	-nan
308	-nan
309	-nan
310	-nan
311	-nan
312	-nan
313	-nan
314	-nan
315	-nan
316	-nan
317	-nan
318	-nan
319	-nan
320	-nan
321	-nan
322	-nan
323	-nan
324	-nan
325	-nan
326	-nan
327	-nan
328	-nan
329	-nan
330	-nan
331	-nan
332	-nan
333	-nan
334	-nan
335	-nan
336	-nan
337	-nan
338	-nan
339	-nan
340	-nan
341	-nan
342	-nan
343	-nan
344	-nan
345	-nan
346	-nan
347	-nan
348	-nan
349	-nan
350	-nan
351	-nan
352	-nan
353	-nan
354	-nan
355	-nan
356	-nan
357	-nan
358	-nan
359	-nan
360	-nan
361	-nan
362	-nan
363	-nan
364	-nan
365	-nan
366	-nan
367	-nan
368	-nan
369	-nan
370	-nan
371	-nan
372	-nan
373	-nan
374	-nan
375	-nan
376	-nan
377	-nan
378	-nan
379	-nan
380	-nan
381	-nan
382	-nan
383	-nan
384	-nan
385	-nan
386	-nan
387	-nan
388	-nan
389	-nan
390	-nan
391	-nan
392	-nan
393	-nan
394	-nan
395	-nan
396	-nan
397	-nan
398	-nan
399	-nan
400	-nan
401	-nan
402	-nan
403	-nan
404	-nan
405	-nan
406	-nan
407	-nan
408	-nan
409	-nan
410	-nan
411	-nan
412	-nan
413	-nan
414	-nan
415	-nan
416	-nan
417	-nan
418	-nan
419	-nan
420	-nan
421	-nan
422	-nan
423	-nan
424	-nan
425	-nan
426	-nan
427	-nan
428	-nan
429	-nan
430	-nan
431	-nan
432	-nan
433	-nan
434	-nan
435	-nan
436	-nan
437	-nan
438	-nan
439	-nan
440	-nan
441	-nan
442	-nan
443	-nan
444	-nan
445	-nan
446	-nan
447	-nan
448	-nan
449	-nan
450	-nan
451	-nan
452	-nan
453	-nan
454	-nan
455	-nan
456	-nan
457	-nan
458	-nan
459	-nan
460	-nan
461	-nan
462	-nan
463	-nan
464	-nan
465	-nan
466	-nan
467	-nan
468	-nan
469	-nan
470	-nan
471	-nan
472	-nan
473	-nan
474	-nan
475	-nan
476	-nan
477	-nan
478	-nan
479	-nan
480	-nan
481	-nan
482	-nan
483	-nan
484	-nan
485	-nan
486	-nan
487	-nan
488	-nan
489	-nan
490	-nan
491	-nan
492	-nan
493	-nan
494	-nan
495	-nan
496	-nan
497	-nan
498	-nan
499	-nan
